8011121189,Sito per pizzeria Buongiorno un sito semplice per poter far vedere il nostro menu ai clienti,website
8011389943,"Espace membre sécurisé et moteur de recherche Bonjour, j'ai une société qui s'appelle, Je fais de l'immobilier sans commission et j'aimerais me diversifier en insérant une plateforme de petites annonces. Il faudrait que me clients s'inscrivent sur mon site avec un mot de passe et qu'il puisse insérer une annonce avec des photos de leur propriété. J'aurai besoin d'un espace membre sécurisé avec un formulaire pour insérer les informations dans ma base de données et les photos sur le serveur, la possibilité de lier l'adresse du bien à une map et faire un moteur de recherche. Si quelqu'un peu m'aider.",website
8011538684,"Migration d'un nouveau site Jimdo à la place de mon ancien - récupération des adresses mails Bonjour. Je suis indépendant immobilier depuis 15 ans. Depuis quelques mois, mon site ne fonctionne plus. Ma copine m’a fait les gabarits d’un nouveau site sur Jimdo, mais elle a dû partir à l’étranger et ne s’en sort pas pour faire switcher tout cela. Maintenant, j’ai essayé aussi, mais je ne comprends rien aux DNS, domaines, registres, hébergeurs,…du chinois pour moi. Je sais juste que je suis sur EuroDNS, que j’ai les codes de Jimdo, etc",website
8009863335,"request for a quotation to re design a website Dear Sir / Madam, We wish to request for a quotation to redesign our current website which is currently hosted by Infomaniak. All necessary information for the design as well as all information to be put on the website would be provided to you. We will be handling the update of the information on the website after it will go live. Should you need further information, please do not hesitate to get back to me We are looking forward to receiving your best offer. Best regards, ",website
8010613505,"Mise à jour site web Bonjour, Suite à une résiliation subite de contrat avec notre webmaster, nous souhaitons apporter quelques corrections à notre site web mis en ligne récemment en: - rendant plus lisible le logo présent sur la première section de la page d’accueil - retravaillant le responsive - créant 2 formulaires en ligne sans lien depuis les pages publiques du site - ajoutant une version allemande du site à partir des traductions fournies Nous sommes également ouverts à toute autre proposition qui rendrait le site plus lisible! :-) Cordialement,  Directrice Agence",website
8009584580,"Mise à jour d'un site internet sous WordPress pour un club de voile Notre site a maintenant plusieurs années et n'a pas subit les mises à jour nécessaires pour continuer à être 100% opérationnel. Le projet consisterait à accompagner notre responsable communication dans: - la migration du site vers les nouveaux hébergements Infomaniak - la mise à jour du site Wordpress actuel - la refonte du site après la mise à jour - l'ajout de sécurité (certificat SSL, etc.) Notre responsable communication a quelques notions de Wordpress et, si possible, aimerait aider/faire parti du processus afin d'être autonome par la suite, une fois le projet terminé.",website
8010414743, - la boutique sans plastique site web de vente en ligne d'articles sans plastique - la solution d'acaht pour toutes celles et ceux ui souhaite une alternative au plastique.,website
8009725719,"Fondation  Site internet relativement simple. Double icônes selon modèle attaché. Travail impliquant de trouver des images, voire utiliser les images données. Graphisme simple. Discuter la mise en page. Le site devra être fonctionnel en anglais, français, allemand et italien. En l'état un projet de version anglaise a été écrit. Il est sujet à variations. L'hébergement sera à faire auprès d'Infomaniak.",website
8009572001,"MIGRATION J'ai conçu un nouveau site internet avec WP et divi afin de remplacer un site périmé. Je ne me sens pas prête à faire la migration dans un délais raisonnable et ne me sens pas à l'aise avec les liens et paramétrages pour les e-mails et les différents connections à faire sur le serveur Infomaniak. En somme je demande une assistance pour migrer un site préparé en local avec le contrôle final de son fonctionnement. J'aimerai travailler avec une personne qui maîtrise Wordpress et le constructeur de page Divi et pense pouvoir le faire à distance et par téléphone. Merci de me contacter par e-mail ou par téléphone,",migration
8009816679,"Transfert hébergeur OVH vers Infomaniak Bonjour, je possède actuellement un site marchand sous Prestashop. Le domaine, l'hébergement du site et les boites mails sont actuellement hébergées chez OVH. Je cherche un partenaire pour tout transférer chez Infomaniak. Il faudra créer le domaine chez infomaniak, transférer les données du site Prestashop et la base de données (sur le cloud déjà créé), affecter l'IP dédiée, créer les boites mails et rapatrier les e-mails existants. Et éventuellement d'autres choses que j'oublie pour avoir un ensemble fonctionnel. Cordialement ",migration
